circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,sebsi,marzouki,observers,circ_id,circ_name,deleg_id,deleg_name,sdeleg_id,center_id,center_name,station_id,latitude,longitude
16,1,4,8,1,456,258,499,0,242,257,499,0,1,252,3,2,257,0,1815,1854,True,206,46,sebsi:1  marzouki:1  ,16,Sidi Bouzid,1,Regueb,4,8,E.P. KSAR EL HAMMAM EST,1,34.852815,9.90492
16,1,4,8,2,456,161,500,0,339,161,500,0,0,155,3,3,161,0,1815,1850,True,118,37,sebsi:1  marzouki:1  ,16,Sidi Bouzid,1,Regueb,4,8,E.P. KSAR EL HAMMAM EST,2,34.852815,9.90492
16,1,4,9,1,328,132,400,0,268,132,400,0,0,129,2,1,132,0,1815,1830,True,59,70,sebsi:1  marzouki:1  ,16,Sidi Bouzid,1,Regueb,4,9,E.P.SIDI AYED KSAR HMEM EST,1,34.896519,9.914971
16,1,4,10,1,315,130,400,0,270,130,400,0,0,126,1,3,130,0,1815,1845,True,76,50,sebsi:1  marzouki:1  ,16,Sidi Bouzid,1,Regueb,4,10,E.P.2 MARS 34 KSAR HAMEM EST,1,34.874736,9.857586
16,1,5,12,1,184,63,200,0,137,63,200,0,0,61,0,2,63,0,1810,1845,True,47,14,sebsi:1  marzouki:1  ,16,Sidi Bouzid,1,Regueb,5,12,E.P.BIR NECIB Gouleb,1,34.744844,9.755997
16,1,5,13,1,329,134,394,0,260,134,394,0,0,131,2,1,134,0,1810,1837,True,94,37,sebsi:1  marzouki:1  ,16,Sidi Bouzid,1,Regueb,5,13,E.P.SIDI AMEUR Gouleb,1,34.783094,9.728835
16,1,5,14,1,348,169,400,0,231,169,400,0,0,168,1,0,169,0,1805,1832,True,109,59,sebsi:1  marzouki:1  ,16,Sidi Bouzid,1,Regueb,5,14,E.P.OULED CHABOU Gouleb,1,34.719247,9.761346
16,1,6,15,1,345,163,400,0,237,163,400,0,0,160,3,0,163,0,1805,1900,True,110,50,sebsi:1  marzouki:0  ,16,Sidi Bouzid,1,Regueb,6,15,E.P.ERRADHAA,1,34.697503,9.878786
16,1,6,15,2,345,78,400,0,322,78,400,0,0,76,2,0,78,0,1820,1840,True,32,44,sebsi:1  marzouki:1  ,16,Sidi Bouzid,1,Regueb,6,15,E.P.ERRADHAA,2,34.697503,9.878786
16,1,6,16,1,403,162,498,0,336,162,498,0,0,157,3,2,162,0,1825,1900,True,90,67,sebsi:1  marzouki:1  ,16,Sidi Bouzid,1,Regueb,6,16,E.P.OULED ABDALLAH ERRADHAA,1,34.729905,9.83934
16,1,6,17,1,176,95,200,0,105,95,200,0,0,93,1,1,95,0,1815,1843,True,37,56,sebsi:1  marzouki:1  ,16,Sidi Bouzid,1,Regueb,6,17,E.P.HENCHIR EL KHEDAM REDHAA,1,34.673489,9.818181
